Age,Gender,Hours_Studied,Attendance,Sleep_Hours,Stress_Level,Screen_Time,Previous_GPA,Part_Time_Job,Study_Method,Diet_Quality,Internet_Quality,Extracurricular,Tutoring_Sessions_Per_Week,Family_Income_Level,Exam_Anxiety_Score,Grade,Electricity_Availability,Internet_Accessibility,Peer_Influence,Community_Beliefs,Family_Support,Home_Study_Environment,Motivation_Level,Lecture_Quality,Physical_Health,Psychological_State
22,Female,3.94,79.3,7.1,2.7,4.7,1.25,No,Offline,Poor,Average,Yes,1,Middle,5.5,C,0.16,2,Negative,3.2,3.8,2.4,2.4,2.8,3.9,1.9
20,Female,2.76,93.7,9.2,5.3,4.5,1.64,No,Online,Good,Good,No,2,Low,6.7,B,0.64,1,Neutral,4.0,2.8,3.6,3.9,3.2,5.0,2.4
27,Male,2.51,86.4,8.8,5.3,2.2,1.54,Yes,Offline,Good,Average,No,1,Low,1.9,B,0.55,2,Neutral,2.3,2.6,3.3,3.2,1.8,4.0,3.8
17,Female,3.97,64.1,5.9,5.9,3.0,2.16,No,Offline,Average,Average,No,2,Middle,5.6,C,0.36,2,Neutral,3.0,1.7,3.3,2.3,2.8,4.1,3.3
19,Female,4.45,67.3,8.0,5.4,2.6,1.79,No,Hybrid,Poor,Average,No,0,Middle,5.1,A,0.19,1,Positive,3.6,3.2,2.8,2.5,1.4,4.1,2.7
26,Non-Binary,3.35,74.8,8.9,3.0,5.1,1.58,No,Online,Good,Poor,Yes,2,Middle,4.7,A,0.51,0,Positive,3.7,2.8,4.6,2.3,4.1,4.9,1.6
19,Male,4.44,91.8,9.9,3.7,6.8,2.38,Yes,Offline,Good,Excellent,No,0,Middle,3.1,A,0.73,2,Positive,2.6,3.7,4.5,3.1,1.8,5.0,4.2
19,Female,1.93,94.7,6.5,4.7,3.7,2.04,Yes,Hybrid,Average,Poor,No,1,High,2.3,A,0.74,0,Neutral,3.0,1.4,4.9,3.6,2.8,4.1,2.9
21,Male,5.03,77.7,7.5,5.9,3.6,1.92,Yes,Online,Good,Good,No,2,Middle,3.3,A,0.31,0,Positive,2.2,2.2,3.3,3.3,4.7,4.0,4.3
24,Male,1.41,84.5,7.5,3.6,5.2,1.36,No,Offline,Average,Average,Yes,0,Middle,8.0,C,0.43,0,Positive,1.1,3.5,3.5,3.4,2.8,5.0,2.9
18,Male,4.61,82.4,6.0,7.0,5.4,2.09,No,Hybrid,Poor,Good,No,0,High,2.3,B,0.36,0,Neutral,2.7,2.4,3.2,1.8,2.8,3.4,2.9
26,Non-Binary,6.39,55.4,6.9,2.7,4.5,1.97,No,Online,Average,Average,No,5,High,1.9,A,0.25,1,Neutral,2.7,2.6,3.2,3.2,3.3,4.4,3.9
24,Female,7.18,91.1,7.2,4.5,3.7,2.17,Yes,Online,Good,Good,No,0,Middle,3.6,A,0.94,2,Positive,2.6,3.7,3.8,3.8,4.4,4.1,1.7
18,Female,8.43,94.3,5.4,1.0,4.5,2.13,No,Online,Average,Good,Yes,4,High,2.2,A,0.45,2,Positive,1.9,4.1,3.3,2.5,2.7,3.9,4.6
23,Female,1.89,57.8,7.4,1.7,4.1,1.87,Yes,Online,Average,Good,Yes,1,Middle,4.7,B,0.81,2,Positive,3.6,2.6,3.7,2.5,4.6,5.0,3.5
20,Male,6.52,70.8,6.4,9.8,4.2,1.84,Yes,Online,Good,Average,No,1,Middle,6.8,B,0.41,0,Positive,3.7,1.9,5.0,1.9,3.4,4.7,1.3
20,Male,7.41,79.3,6.0,5.9,4.0,1.24,Yes,Offline,Poor,Good,No,2,Middle,3.0,B,0.69,2,Positive,2.9,1.8,4.4,4.4,3.7,3.5,4.0
24,Male,6.96,79.3,6.0,5.7,3.7,2.05,Yes,Offline,Average,Average,Yes,3,Middle,4.0,A,0.73,1,Positive,2.2,2.4,4.2,4.0,3.9,4.4,2.7
27,Male,3.14,90.7,8.0,7.8,2.2,0.9,Yes,Hybrid,Poor,Poor,No,0,Middle,6.5,D,0.59,1,Negative,2.4,2.2,2.9,2.7,3.2,5.0,2.1
18,Female,5.82,91.9,8.2,2.2,2.0,1.4,Yes,Online,Poor,Good,Yes,1,Middle,3.5,A,0.69,2,Neutral,3.0,2.8,3.0,3.6,2.7,3.6,3.7
20,Female,8.72,74.6,6.6,3.4,4.1,2.14,No,Online,Average,Good,Yes,3,High,1.5,A,0.74,2,Neutral,3.9,3.6,3.0,4.4,2.8,4.9,3.4
21,Male,2.01,86.9,6.7,6.6,5.2,2.01,No,Offline,Average,Good,Yes,0,Middle,5.5,D,0.75,2,Neutral,1.7,3.1,5.0,2.1,2.2,3.3,3.3
20,Male,5.95,73.7,4.4,2.4,2.9,1.98,No,Offline,Good,Good,Yes,3,Middle,3.2,A,0.25,1,Neutral,2.4,4.1,3.6,4.4,2.0,3.6,3.7
20,Male,7.22,77.1,7.0,4.2,4.5,2.02,Yes,Online,Average,Average,Yes,2,Low,5.6,B,0.26,2,Positive,3.1,3.2,2.7,2.9,2.6,4.5,2.6
17,Male,3.61,82.5,9.0,1.0,5.5,1.39,No,Offline,Good,Average,Yes,4,High,4.1,A,1.0,0,Negative,3.8,2.0,4.7,2.6,2.7,4.6,4.6
23,Female,6.17,85.6,7.6,5.9,1.9,1.36,Yes,Offline,Good,Poor,Yes,2,High,1.6,A,0.19,1,Positive,1.7,2.6,4.1,3.1,2.4,5.0,2.8
20,Female,2.86,73.9,8.3,8.0,4.9,1.53,Yes,Online,Average,Good,No,1,Middle,5.3,C,0.33,0,Positive,2.3,2.9,2.3,2.5,2.0,5.0,1.0
18,Female,3.38,99.2,7.2,6.6,2.5,1.91,Yes,Offline,Average,Good,No,2,High,4.2,B,0.68,0,Positive,1.0,2.6,4.5,3.5,3.6,5.0,3.7
24,Male,3.37,82.2,6.2,3.9,2.8,1.92,Yes,Online,Average,Average,No,2,High,7.4,B,0.7,0,Positive,4.3,3.6,4.1,2.3,4.7,5.0,2.0
24,Male,5.38,80.2,7.0,3.4,3.1,1.49,No,Hybrid,Poor,Good,Yes,2,High,5.1,B,0.85,1,Neutral,1.9,3.9,4.1,3.4,5.0,3.4,2.1
21,Male,4.82,87.9,8.5,7.3,4.8,1.92,Yes,Hybrid,Good,Good,Yes,2,Middle,2.6,A,0.7,0,Positive,3.5,1.3,4.1,2.8,3.7,4.1,3.6
19,Female,6.91,73.9,8.0,1.0,6.1,1.86,No,Offline,Good,Good,No,3,Middle,2.9,A,0.84,0,Neutral,4.4,3.9,5.0,3.5,1.4,5.0,3.3
22,Female,3.12,83.3,6.0,4.2,4.8,1.56,Yes,Offline,Average,Good,No,2,Low,4.7,B,0.29,2,Neutral,4.4,3.2,5.0,3.3,4.8,4.3,3.5
19,Male,4.74,55.7,6.1,3.0,4.6,1.92,Yes,Hybrid,Good,Good,Yes,3,High,4.1,A,0.15,1,Neutral,1.2,4.4,4.2,2.5,3.6,4.6,3.8
19,Female,6.92,63.0,7.9,5.7,2.9,1.93,No,Offline,Average,Good,Yes,3,High,4.7,A,0.87,1,Positive,4.0,2.2,2.7,3.2,3.9,4.2,3.1
23,Female,6.12,76.5,7.5,3.0,1.8,2.39,Yes,Online,Poor,Average,No,1,High,3.9,A,0.48,1,Neutral,3.8,4.0,4.3,3.9,4.4,3.5,3.7
17,Female,2.35,75.5,9.0,5.8,4.3,1.59,Yes,Offline,Average,Average,No,0,Middle,5.0,B,0.31,0,Negative,4.0,2.6,3.4,2.8,4.5,4.5,2.8
18,Female,6.33,76.6,6.0,1.7,5.3,2.13,No,Offline,Average,Average,No,3,Middle,3.9,A,0.86,0,Positive,1.0,3.4,5.0,4.0,3.1,3.8,2.3
17,Female,4.04,73.7,4.7,2.8,6.5,1.79,No,Online,Average,Good,No,3,Middle,4.9,B,0.36,0,Positive,2.4,3.1,3.8,2.3,2.1,4.9,2.3
18,Female,5.77,86.0,7.1,6.9,7.2,1.83,No,Hybrid,Average,Excellent,No,0,Middle,1.4,A,0.38,2,Neutral,1.3,3.8,3.7,3.8,4.3,4.4,4.0
17,Male,5.6,92.3,5.3,9.8,2.9,1.86,Yes,Online,Average,Good,No,0,Middle,5.3,C,0.6,0,Positive,2.5,1.3,3.8,2.4,1.0,5.0,2.9
29,Male,7.44,75.1,6.5,3.0,5.9,1.64,Yes,Online,Average,Average,Yes,2,Low,3.4,A,0.68,1,Neutral,3.8,3.3,3.5,2.6,2.1,3.5,1.8
19,Male,5.23,90.5,6.6,1.2,5.0,1.43,Yes,Online,Average,Good,No,1,High,1.7,A,0.59,2,Positive,5.0,4.2,4.2,2.8,4.8,4.4,4.4
18,Male,1.29,84.0,7.1,7.3,4.1,2.1,Yes,Hybrid,Poor,Excellent,Yes,1,Middle,8.4,B,0.82,2,Neutral,3.9,4.0,5.0,1.0,2.3,3.5,3.0
19,Female,2.26,68.1,9.7,5.4,4.7,1.47,No,Offline,Poor,Excellent,No,1,High,6.3,C,0.32,2,Negative,3.4,1.9,3.4,1.7,4.7,4.3,2.5
26,Female,6.46,66.7,7.9,1.0,7.3,1.59,Yes,Offline,Poor,Good,No,4,Middle,4.1,A,0.77,0,Positive,2.5,4.2,3.3,3.7,2.3,5.0,2.4
21,Male,4.48,80.7,6.7,3.7,1.7,1.99,No,Hybrid,Poor,Excellent,No,0,Middle,2.9,A,0.86,2,Neutral,2.4,2.7,4.1,1.3,1.7,5.0,4.4
20,Female,7.28,90.9,6.2,5.2,1.6,2.08,No,Hybrid,Average,Poor,No,2,Low,5.3,A,0.57,0,Positive,3.4,3.5,1.9,4.1,3.3,5.0,2.5
25,Male,5.55,71.0,8.5,5.6,3.2,2.0,No,Offline,Average,Average,Yes,3,High,1.7,A,0.7,0,Neutral,2.9,2.1,2.9,4.1,3.8,3.9,2.2
20,Male,3.5,59.2,6.9,7.0,2.9,1.79,No,Offline,Average,Poor,Yes,2,High,4.8,B,0.32,1,Neutral,3.6,3.5,2.6,3.4,2.5,4.9,2.0
20,Male,7.16,89.9,5.6,6.2,4.6,2.38,No,Offline,Average,Good,No,3,Low,2.1,A,0.96,2,Positive,2.9,2.3,3.1,2.2,3.4,3.5,3.6
19,Male,3.39,91.7,7.5,3.3,4.0,1.55,Yes,Offline,Average,Poor,No,4,Low,4.6,A,0.34,1,Neutral,4.5,3.8,5.0,3.6,3.3,5.0,3.2
20,Male,0.89,77.9,5.9,1.4,1.0,1.46,No,Online,Average,Good,Yes,1,Middle,3.8,B,0.49,2,Positive,4.0,3.3,2.8,3.8,3.3,3.3,1.7
19,Female,9.13,91.1,7.7,4.8,1.0,1.8,No,Offline,Average,Good,No,4,Middle,5.4,A,0.87,2,Neutral,2.2,1.7,4.1,5.0,5.0,4.7,4.0
22,Male,1.18,100.0,9.2,6.3,3.4,1.31,No,Online,Poor,Average,Yes,0,Low,6.8,D,0.31,0,Positive,3.8,2.8,2.5,1.2,2.4,3.7,2.9
19,Non-Binary,6.27,71.7,5.8,7.9,4.1,1.77,No,Hybrid,Average,Excellent,Yes,1,Middle,6.2,B,0.57,2,Positive,3.3,1.5,3.8,3.4,3.4,5.0,1.3
21,Male,6.88,76.3,7.4,7.1,6.3,1.44,Yes,Hybrid,Average,Average,Yes,0,Middle,5.1,B,0.3,2,Positive,2.3,2.2,4.8,2.8,2.4,3.6,3.3
17,Male,5.29,76.4,6.6,4.4,2.8,1.89,Yes,Offline,Average,Average,No,3,Middle,5.8,A,0.71,1,Positive,5.0,5.0,5.0,3.6,1.9,4.6,2.6
18,Male,1.63,91.0,6.7,3.6,4.4,1.36,Yes,Offline,Average,Good,Yes,1,High,4.4,C,0.89,1,Negative,3.3,3.2,3.9,2.3,2.9,4.8,3.0
20,Female,7.03,71.7,8.4,7.9,2.1,1.78,Yes,Online,Average,Poor,No,3,Middle,4.8,A,0.28,0,Positive,3.4,2.4,3.1,3.3,1.4,4.1,2.5
26,Male,2.12,77.1,4.5,6.7,7.1,1.52,No,Offline,Average,Good,Yes,0,High,4.2,D,0.21,0,Neutral,3.8,1.5,4.2,3.9,3.5,3.6,2.4
20,Female,2.31,92.9,6.2,3.7,2.4,1.5,Yes,Online,Average,Excellent,Yes,3,Low,4.1,A,0.03,2,Neutral,3.6,1.4,3.5,2.2,3.4,4.5,3.2
22,Female,4.28,90.4,8.7,4.3,3.3,2.17,Yes,Hybrid,Average,Excellent,No,3,Middle,2.6,A,0.37,2,Neutral,4.0,2.2,3.5,2.0,2.5,5.0,2.4
19,Female,6.58,90.8,6.3,6.0,3.6,1.83,No,Online,Average,Excellent,No,1,Low,1.4,A,0.49,2,Positive,1.8,2.1,4.0,2.7,2.8,5.0,1.3
18,Female,5.6,71.1,5.6,1.0,3.8,2.01,No,Online,Average,Average,Yes,1,Middle,2.8,A,0.92,2,Negative,4.4,2.6,3.2,4.2,4.3,4.9,4.2
17,Male,6.62,84.7,6.6,6.4,4.7,1.29,Yes,Online,Good,Good,Yes,1,High,3.7,B,0.66,2,Positive,3.4,2.0,3.2,3.6,2.7,5.0,1.8
19,Male,4.11,74.5,7.3,4.4,3.2,1.76,No,Offline,Good,Poor,No,3,High,3.8,A,0.65,0,Negative,3.2,1.6,3.7,1.5,2.0,5.0,3.0
18,Male,4.66,89.5,7.5,2.5,5.1,1.79,Yes,Offline,Poor,Average,Yes,4,High,2.9,A,0.83,0,Neutral,2.3,2.8,3.4,3.2,2.4,4.0,4.1
18,Female,2.73,85.3,8.1,2.4,4.3,2.17,No,Online,Average,Poor,No,2,Middle,4.8,B,0.63,1,Neutral,2.1,1.7,4.4,3.5,4.1,4.9,3.8
23,Male,4.37,87.4,8.8,3.2,2.9,1.74,No,Hybrid,Good,Average,No,3,High,2.2,A,0.47,2,Neutral,2.1,3.1,2.1,3.5,4.8,4.9,3.0
17,Male,6.19,78.6,8.0,5.6,3.2,1.83,No,Online,Average,Excellent,Yes,1,Middle,3.0,A,0.37,2,Positive,2.5,1.8,3.4,3.4,3.2,4.9,2.3
21,Non-Binary,4.4,81.8,7.7,3.6,3.5,1.36,No,Offline,Good,Average,No,4,Low,3.5,A,0.73,1,Neutral,3.1,2.8,3.4,4.3,3.2,2.9,2.6
20,Male,5.95,84.1,7.8,7.8,4.2,1.99,No,Hybrid,Good,Good,No,3,Middle,4.1,A,0.74,0,Neutral,1.6,2.6,4.3,2.6,2.8,5.0,2.0
21,Female,3.85,78.3,5.8,6.1,5.2,1.61,No,Offline,Average,Good,Yes,1,Middle,7.1,C,0.21,2,Positive,4.8,1.7,3.1,3.0,2.7,5.0,2.1
21,Female,3.82,83.6,7.8,4.4,5.1,1.52,No,Offline,Average,Good,Yes,1,Middle,6.3,B,0.6,1,Negative,3.5,1.8,4.3,2.2,2.0,3.5,1.4
19,Male,5.08,70.7,8.7,7.7,0.5,1.51,No,Offline,Average,Excellent,Yes,0,Low,4.9,B,0.36,2,Negative,1.9,2.5,2.7,3.9,3.0,5.0,1.6
19,Male,4.61,68.6,6.5,8.8,6.1,1.33,No,Hybrid,Poor,Average,No,0,Middle,7.2,D,0.84,1,Neutral,4.0,1.4,3.3,1.5,2.7,4.9,1.4
23,Male,6.18,63.3,7.8,8.1,2.9,1.38,No,Hybrid,Good,Good,No,4,Middle,4.9,B,0.28,1,Neutral,2.5,1.7,2.8,2.4,1.5,4.9,2.6
25,Female,5.36,78.9,8.2,7.5,2.8,1.43,No,Hybrid,Good,Good,Yes,1,Low,3.3,A,0.73,0,Positive,2.2,1.9,3.5,2.8,3.3,3.2,2.0
18,Female,8.48,88.7,7.2,4.5,4.4,1.77,No,Hybrid,Average,Poor,Yes,1,Middle,4.8,A,0.93,1,Positive,4.3,3.8,3.7,3.4,1.8,4.2,2.9
18,Female,4.56,84.7,7.3,7.0,1.5,1.75,No,Online,Average,Good,Yes,1,Middle,2.5,A,0.42,2,Positive,2.3,3.8,2.9,3.1,1.0,3.9,1.7
25,Female,4.55,60.7,5.9,6.2,6.0,1.7,Yes,Offline,Average,Excellent,Yes,0,Middle,2.7,C,0.51,2,Positive,3.1,1.8,1.9,1.7,2.9,5.0,3.2
20,Female,2.92,84.4,6.3,9.6,4.3,1.95,Yes,Offline,Poor,Poor,Yes,1,High,3.8,C,0.65,0,Positive,3.9,1.2,5.0,1.0,2.3,3.9,2.2
21,Male,5.05,80.8,7.7,5.0,2.1,1.58,No,Offline,Good,Poor,No,4,Middle,5.5,A,0.58,0,Positive,4.2,1.5,4.0,2.3,2.4,5.0,3.0
20,Male,6.37,78.8,9.1,8.1,5.4,2.39,Yes,Offline,Good,Average,Yes,2,Middle,2.9,A,0.2,0,Neutral,3.3,2.8,2.9,3.8,3.8,5.0,2.6
18,Female,3.52,82.7,5.9,3.7,1.5,1.78,No,Offline,Good,Good,Yes,0,High,5.0,B,0.46,2,Neutral,1.3,3.4,5.0,1.5,1.3,4.4,2.7
22,Male,4.9,86.1,8.8,2.9,3.9,2.19,No,Online,Average,Good,No,2,Middle,3.8,A,0.79,1,Positive,1.9,4.0,2.9,3.8,4.4,4.1,3.5
21,Male,6.44,94.0,6.8,2.9,4.8,1.55,No,Hybrid,Poor,Good,Yes,2,High,4.6,A,0.56,1,Positive,4.4,4.7,3.5,4.4,3.4,4.7,3.1
19,Female,4.75,92.8,6.0,6.4,3.5,1.54,No,Offline,Average,Good,Yes,3,Middle,4.6,B,0.88,0,Neutral,3.9,2.5,4.5,3.0,4.1,4.4,2.8
20,Male,3.96,99.4,4.4,2.9,5.5,1.45,Yes,Offline,Average,Excellent,Yes,1,Low,5.2,B,0.69,1,Positive,3.7,2.0,3.3,2.5,2.0,3.8,2.7
24,Female,6.95,86.3,6.7,4.9,4.2,1.71,No,Hybrid,Poor,Good,Yes,2,Middle,4.5,A,0.44,0,Neutral,2.3,3.5,3.6,2.8,5.0,3.6,3.4
22,Female,5.19,74.6,7.6,3.9,1.1,1.6,Yes,Offline,Poor,Excellent,No,1,Middle,4.0,B,0.38,2,Neutral,2.0,2.2,2.9,4.1,2.6,2.3,2.9
18,Male,5.79,93.7,5.5,5.6,3.1,1.92,No,Offline,Poor,Excellent,No,2,Low,4.2,A,0.2,2,Positive,1.6,1.5,1.8,3.1,2.7,4.9,1.2
21,Female,7.34,68.5,6.9,6.1,6.2,1.85,No,Hybrid,Good,Good,Yes,2,Low,3.7,A,0.21,0,Positive,2.5,3.8,2.3,3.4,3.3,5.0,1.9
23,Male,7.29,88.8,7.1,5.4,4.1,1.22,Yes,Offline,Average,Good,Yes,2,Low,3.5,A,0.47,0,Positive,3.4,1.0,3.8,3.3,3.1,5.0,1.7
24,Male,4.31,70.4,7.7,6.7,4.8,1.29,No,Online,Good,Excellent,Yes,0,Middle,4.8,C,0.49,2,Neutral,4.5,3.4,4.0,2.8,3.5,5.0,1.9
22,Male,3.95,74.8,7.5,2.2,3.7,1.83,No,Offline,Good,Excellent,No,1,High,4.0,A,0.54,2,Positive,2.9,3.5,3.2,3.4,3.2,5.0,3.7
18,Male,5.57,92.6,7.1,4.5,3.1,2.39,No,Online,Poor,Poor,No,3,High,2.7,A,0.79,1,Positive,3.0,2.4,2.5,4.0,1.2,4.4,1.8
23,Female,4.73,74.4,8.1,2.3,4.1,1.91,No,Online,Poor,Poor,No,3,Middle,5.4,A,0.58,1,Neutral,3.9,3.6,3.8,3.0,3.8,3.7,3.4
22,Male,1.2,91.1,7.6,4.4,5.6,1.74,Yes,Online,Average,Excellent,Yes,0,Middle,3.2,C,0.76,2,Neutral,2.5,3.2,3.4,1.8,3.6,5.0,2.3
17,Male,7.55,86.8,6.8,1.0,3.4,2.09,No,Offline,Average,Average,Yes,4,Low,4.8,A,0.52,2,Positive,2.9,2.7,3.3,4.1,1.9,4.3,3.3
20,Male,5.04,79.2,6.6,1.0,4.4,1.9,No,Online,Good,Excellent,No,2,Middle,1.4,A,0.51,1,Neutral,3.1,3.0,4.2,3.6,1.7,5.0,3.4
20,Female,6.47,87.9,6.8,3.4,4.5,1.7,No,Offline,Average,Average,No,1,High,4.8,A,0.59,2,Neutral,2.5,5.0,5.0,3.6,3.4,4.4,3.6
22,Female,2.65,86.5,4.4,6.3,2.1,2.1,Yes,Hybrid,Good,Average,No,0,Low,3.3,B,0.36,1,Neutral,3.5,3.2,2.7,4.1,3.4,4.3,2.7
19,Male,7.58,82.0,7.1,1.5,3.9,1.73,Yes,Online,Average,Poor,Yes,4,High,4.3,A,0.93,1,Positive,3.1,5.0,4.1,3.5,4.1,3.7,4.0
22,Male,3.82,74.3,6.0,3.9,4.7,1.7,Yes,Offline,Poor,Average,No,1,High,5.0,B,0.46,1,Positive,3.2,2.7,3.7,3.7,4.1,4.9,3.3
26,Male,4.78,88.8,8.0,7.4,6.6,1.88,Yes,Offline,Average,Average,No,0,High,2.6,B,0.69,1,Positive,2.0,1.8,5.0,2.4,4.9,3.8,1.9
24,Male,2.2,77.4,7.2,8.0,8.1,1.51,Yes,Hybrid,Average,Good,No,0,Middle,9.7,Fail,0.38,2,Neutral,3.8,2.6,3.8,2.7,2.4,4.9,2.2
26,Female,4.67,80.0,7.5,6.1,3.1,1.64,Yes,Online,Average,Good,Yes,2,High,5.1,A,0.92,0,Neutral,4.7,2.1,4.5,3.0,1.9,5.0,2.1
28,Female,4.54,85.0,6.2,3.9,5.5,1.36,Yes,Hybrid,Good,Excellent,No,1,High,6.1,C,0.3,2,Positive,3.7,3.0,4.1,3.5,1.6,4.6,3.5
17,Male,4.63,79.6,7.5,6.2,5.4,2.11,Yes,Hybrid,Average,Good,Yes,1,High,3.3,A,0.37,2,Neutral,2.2,1.8,2.4,3.3,2.3,4.7,3.3
22,Male,5.88,83.1,7.0,3.7,6.4,1.55,Yes,Online,Average,Good,No,1,Middle,5.5,A,0.72,1,Positive,1.4,2.9,4.1,2.9,4.0,3.2,2.5
20,Male,5.12,83.6,5.0,1.2,4.6,1.68,No,Online,Average,Good,Yes,2,Middle,1.8,A,0.59,2,Neutral,2.9,2.3,4.9,1.8,1.4,3.0,4.7
25,Female,6.95,83.4,4.9,3.6,8.1,1.44,Yes,Hybrid,Average,Good,No,3,Middle,1.0,A,0.41,0,Positive,3.6,2.8,3.7,4.3,1.6,3.1,2.6
19,Male,4.06,81.9,5.0,6.7,4.6,2.02,No,Online,Good,Good,No,0,High,2.4,B,0.73,1,Positive,2.3,2.9,4.4,1.0,2.2,5.0,1.9
28,Non-Binary,3.01,94.2,7.3,3.2,3.7,2.06,No,Online,Poor,Poor,Yes,2,High,2.3,A,0.55,0,Positive,2.7,3.2,4.1,2.5,3.2,3.3,3.8
22,Female,4.96,75.9,7.5,2.4,1.0,1.78,No,Online,Average,Poor,No,3,Middle,3.1,A,0.43,0,Neutral,4.1,3.6,5.0,2.7,3.7,5.0,3.5
24,Male,6.26,76.4,7.1,1.9,3.1,1.46,Yes,Offline,Average,Poor,Yes,3,High,3.1,A,0.48,0,Neutral,1.4,2.6,5.0,4.5,3.0,3.4,5.0
18,Female,7.49,68.3,8.0,7.9,2.8,1.86,Yes,Offline,Good,Average,Yes,3,High,2.8,A,0.85,0,Positive,3.3,2.1,4.1,4.4,2.2,4.7,3.0
18,Female,6.63,57.6,7.9,8.3,4.4,2.39,No,Hybrid,Good,Good,Yes,2,Low,2.8,A,0.64,0,Positive,1.9,1.4,3.5,2.9,3.9,4.3,3.3
23,Female,1.47,87.1,5.4,7.1,3.8,2.39,No,Offline,Poor,Average,Yes,1,Middle,2.5,C,0.67,2,Neutral,3.8,3.0,3.2,1.8,2.6,3.6,2.6
17,Male,5.75,85.3,6.0,4.4,6.0,2.3,No,Hybrid,Average,Excellent,No,2,Middle,3.9,A,0.56,1,Neutral,3.8,4.6,4.6,2.7,1.0,5.0,2.0
24,Male,7.92,94.7,6.7,4.5,5.5,2.2,No,Online,Average,Excellent,Yes,1,High,3.7,A,0.56,2,Positive,3.0,2.7,4.5,3.9,3.7,2.6,1.8
17,Female,5.13,66.4,7.7,6.2,5.1,1.93,No,Hybrid,Poor,Excellent,No,1,Middle,2.7,A,0.37,1,Neutral,3.3,2.2,1.6,1.8,3.7,5.0,3.2
22,Female,3.97,73.0,7.8,3.7,2.3,2.32,No,Online,Average,Excellent,No,3,Middle,6.0,A,0.84,1,Positive,2.1,1.1,4.4,1.7,4.0,4.8,2.0
20,Female,5.62,75.0,6.1,4.7,3.4,1.79,No,Hybrid,Average,Average,No,2,Middle,4.0,A,0.24,1,Neutral,3.8,2.3,2.9,2.5,2.1,3.3,2.4
22,Female,3.99,99.7,8.7,5.9,6.6,1.21,Yes,Online,Average,Good,No,2,Low,4.8,B,0.14,2,Positive,3.4,3.2,3.0,2.4,3.4,5.0,2.8
23,Female,6.28,89.6,7.6,5.3,5.3,2.18,No,Hybrid,Average,Average,Yes,3,Low,4.7,A,0.63,0,Positive,3.0,3.0,2.3,1.5,4.2,4.0,2.7
20,Female,4.97,78.8,7.3,10.0,4.3,2.39,No,Hybrid,Poor,Excellent,No,2,Low,1.7,A,0.4,1,Neutral,2.2,2.7,2.7,3.7,4.3,3.9,2.2
18,Male,7.79,80.3,7.0,3.8,1.7,1.67,No,Offline,Average,Excellent,Yes,2,Low,3.4,A,0.81,1,Positive,3.1,4.3,3.0,3.2,2.5,5.0,2.5
17,Female,6.0,83.6,7.5,4.6,5.0,2.39,No,Online,Average,Excellent,No,1,Middle,5.5,A,0.71,2,Positive,2.6,2.5,3.9,2.5,1.8,3.4,2.7
22,Female,3.55,69.5,4.8,1.0,5.0,1.76,No,Online,Poor,Good,No,0,Middle,4.9,B,0.51,2,Positive,3.8,2.6,3.4,4.0,1.8,3.7,2.6
21,Female,6.21,83.8,6.1,7.4,2.4,2.14,Yes,Hybrid,Average,Good,No,1,Low,1.6,A,0.68,2,Positive,4.6,3.0,3.8,1.8,1.0,4.8,3.0
23,Female,6.87,69.9,6.2,3.7,0.5,1.49,Yes,Online,Poor,Poor,Yes,1,Middle,3.3,A,0.79,0,Positive,3.7,3.0,3.1,3.3,3.0,3.3,2.5
21,Male,3.86,81.4,7.7,5.9,5.1,2.39,Yes,Hybrid,Poor,Poor,No,2,Middle,4.4,A,0.79,0,Negative,2.6,1.8,3.1,2.9,1.6,2.6,3.2
20,Female,4.15,87.2,7.7,3.1,2.6,1.55,No,Offline,Average,Good,No,0,Low,1.0,A,0.45,0,Neutral,4.5,2.0,3.4,2.4,4.2,3.7,3.0
20,Female,0.39,83.2,6.6,6.3,5.6,1.52,No,Online,Good,Good,No,0,Middle,4.5,D,0.21,2,Negative,2.6,3.3,2.4,2.0,1.6,5.0,3.9
17,Male,6.81,73.6,10.0,5.0,4.2,1.32,No,Offline,Poor,Excellent,Yes,3,High,7.2,A,0.12,2,Neutral,3.3,2.9,2.9,3.8,3.1,2.7,1.5
20,Male,3.82,77.6,3.8,4.5,5.5,2.35,Yes,Hybrid,Average,Poor,No,2,Low,5.0,A,0.76,0,Neutral,2.6,1.8,3.8,2.6,1.1,2.3,2.5
28,Male,0.76,88.2,6.1,5.4,4.6,2.07,Yes,Offline,Poor,Excellent,Yes,0,Low,8.7,D,0.49,1,Neutral,3.0,2.8,4.7,3.9,3.7,4.2,1.6
25,Male,1.46,75.4,9.3,6.5,1.8,1.48,No,Offline,Good,Good,No,3,High,6.7,C,0.38,2,Negative,1.3,1.6,3.0,2.1,4.6,4.1,1.8
19,Male,4.55,67.1,8.0,4.4,7.0,1.76,No,Hybrid,Good,Excellent,No,0,Middle,5.0,B,0.6,2,Neutral,1.8,3.4,2.2,3.1,4.0,5.0,3.2
22,Male,6.52,77.6,5.0,7.9,4.2,2.13,Yes,Offline,Average,Excellent,Yes,2,Middle,4.3,B,0.62,1,Neutral,2.9,3.1,3.5,2.8,3.9,4.5,2.4
24,Female,4.82,75.3,8.0,3.3,2.7,1.91,Yes,Hybrid,Good,Excellent,Yes,2,Middle,4.3,A,0.61,2,Positive,3.3,3.8,3.7,3.3,3.9,4.5,3.3
